"","ensembl.id","symbol","biotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MRPL36","ENSG00000171421","MRPL36","protein_coding",190.755573,0.329746254,0.141837601,2.324815514,0.020081827,0.053155145
"MTHFD2","ENSG00000065911","MTHFD2","protein_coding",2532.934978,-0.923954169,0.134063874,-6.8918952,5.51e-12,1.1e-10
"MUC6","ENSG00000184956","MUC6","protein_coding",128.0320818,1.122457747,0.339941348,3.301915915,0.000960269,0.003887837
"MXD1","ENSG00000059728","MXD1","protein_coding",257.3347244,-1.466927527,0.158346775,-9.264018953,1.97e-20,1.04e-18
"MYBL1","ENSG00000185697","MYBL1","protein_coding",269.9141416,0.50838907,0.143362724,3.546173334,0.000390869,0.001765174
"MYLIP","ENSG00000007944","MYLIP","protein_coding",282.4431962,-0.303000152,0.120665978,-2.511065307,0.012036743,0.034555759
"MYLK","ENSG00000065534","MYLK","protein_coding",282.6258782,0.606362522,0.126426144,4.796179818,1.62e-06,1.28e-05
"MYNN","ENSG00000085274","MYNN","protein_coding",407.7507423,-0.533370507,0.1127989,-4.72850806,2.26e-06,1.75e-05
"MYO1E","ENSG00000157483","MYO1E","protein_coding",893.531634,-0.22336733,0.085166116,-2.622725341,0.008722956,0.026290614
"MYZAP","ENSG00000263155","MYZAP","protein_coding",41.04630279,-1.266745026,0.254431618,-4.978724872,6.4e-07,5.55e-06
"NAA38","ENSG00000183011","NAA38","protein_coding",319.3454584,0.43780744,0.134169815,3.263084478,0.001102067,0.004368335
"NAA40","ENSG00000110583","NAA40","protein_coding",780.2488687,0.321392918,0.087133275,3.688521029,0.000225561,0.00107715
"NAB2","ENSG00000166886","NAB2","protein_coding",107.4819333,0.599417254,0.18235167,3.287149787,0.00101207,0.00406294
"NACC1","ENSG00000160877","NACC1","protein_coding",1729.833427,0.336329765,0.098083182,3.429025836,0.000605752,0.002605391
"NADK","ENSG00000008130","NADK","protein_coding",1006.239517,-0.288051389,0.092867831,-3.101734859,0.001923902,0.007096416
"NAGA","ENSG00000198951","NAGA","protein_coding",861.129832,0.500010442,0.100244822,4.987892971,6.1e-07,5.33e-06
"NANOS1","ENSG00000188613","NANOS1","protein_coding",217.3383524,-0.804467337,0.134684891,-5.972959056,2.33e-09,3.07e-08
"NAPEPLD","ENSG00000161048","NAPEPLD","protein_coding",138.322964,0.597607474,0.158624466,3.767435676,0.000164933,0.000816465
"NAV1","ENSG00000134369","NAV1","protein_coding",251.7545306,-0.539792797,0.130681492,-4.130598658,3.62e-05,0.000212892
"NBN","ENSG00000104320","NBN","protein_coding",1298.602972,-0.321997165,0.098658433,-3.263757136,0.001099454,0.004360056
"NCAPH2","ENSG00000025770","NCAPH2","protein_coding",318.3490272,0.690998753,0.129223074,5.347332569,8.93e-08,9.04e-07
"NCOR1","ENSG00000141027","NCOR1","protein_coding",1276.699599,-0.328612916,0.089097616,-3.68823466,0.000225815,0.001077743
"NDFIP2","ENSG00000102471","NDFIP2","protein_coding",1010.069821,-0.24786526,0.096143684,-2.578071157,0.009935354,0.029354133
"NDST1","ENSG00000070614","NDST1","protein_coding",2637.807715,0.208339561,0.080977927,2.57279444,0.010088111,0.029689399
"NDUFA10","ENSG00000130414","NDUFA10","protein_coding",1469.088764,0.394752349,0.076953039,5.12978242,2.9e-07,2.68e-06
"NEDD4L","ENSG00000049759","NEDD4L","protein_coding",1883.75655,0.246228254,0.076310775,3.226651211,0.00125248,0.004865945
"NF2","ENSG00000186575","NF2","protein_coding",968.3612107,0.635084235,0.085944666,7.389454946,1.47e-13,3.64e-12
"NFASC","ENSG00000163531","NFASC","protein_coding",81.49788971,1.070602825,0.195503139,5.476141364,4.35e-08,4.63e-07
"NFATC2IP","ENSG00000176953","NFATC2IP","protein_coding",608.4755826,0.219360843,0.095849468,2.288597391,0.022102756,0.057623804
"NFIC","ENSG00000141905","NFIC","protein_coding",578.8085295,0.514156203,0.107061425,4.802441241,1.57e-06,1.25e-05
"NGFR","ENSG00000064300","NGFR","protein_coding",25.3845595,0.745418884,0.283080484,2.633240111,0.008457453,0.025592454
"NIN","ENSG00000100503","NIN","protein_coding",870.5967834,0.641041973,0.09237504,6.939558306,3.93e-12,8.05e-11
"NKIRAS2","ENSG00000168256","NKIRAS2","protein_coding",395.6684234,-0.309225462,0.109112197,-2.834013707,0.004596736,0.015105638
"NMNAT2","ENSG00000157064","NMNAT2","protein_coding",556.4937077,-0.494508272,0.102091205,-4.843789145,1.27e-06,1.04e-05
"NREP","ENSG00000134986","NREP","protein_coding",194.3949855,0.815241517,0.148896462,5.475224216,4.37e-08,4.65e-07
"NRP1","ENSG00000099250","NRP1","protein_coding",23798.22588,0.375100586,0.091870005,4.082949443,4.45e-05,0.000256117
"NRP2","ENSG00000118257","NRP2","protein_coding",393.0357535,-0.997524935,0.130338656,-7.653331468,1.96e-14,5.36e-13
"NSRP1","ENSG00000126653","NSRP1","protein_coding",302.4029703,-0.324821116,0.117477683,-2.764960184,0.005692974,0.018187373
"NSUN4","ENSG00000117481","NSUN4","protein_coding",424.5165881,-0.241780493,0.106795136,-2.263965404,0.023576243,0.060788613
"NTNG1","ENSG00000162631","NTNG1","protein_coding",159.7945823,1.706876676,0.147836241,11.5457256,7.76e-31,8.84e-29
"NTSR1","ENSG00000101188","NTSR1","protein_coding",29.05389034,1.876991007,0.301972313,6.215771868,5.11e-10,7.4e-09
"NUAK2","ENSG00000163545","NUAK2","protein_coding",56.19966666,-0.649301827,0.208247829,-3.117928435,0.00182127,0.006768905
"NUB1","ENSG00000013374","NUB1","protein_coding",831.7212721,-0.397314824,0.106551398,-3.728856028,0.000192351,0.000934469
"NUDCD3","ENSG00000015676","NUDCD3","protein_coding",1722.751265,0.26844024,0.080123727,3.350321435,0.000807178,0.003345404
"NUDT3","ENSG00000272325","NUDT3","protein_coding",1101.760702,0.258408734,0.08993453,2.87329832,0.004062103,0.013557739
"NUDT8","ENSG00000167799","NUDT8","protein_coding",53.97805836,0.539455163,0.225796971,2.389116031,0.016888967,0.045894713
"OAS3","ENSG00000111331","OAS3","protein_coding",1229.746331,0.44956025,0.101889524,4.41223231,1.02e-05,6.8e-05
"OBFC1","ENSG00000107960","OBFC1","protein_coding",296.3962406,-0.437684288,0.116295405,-3.763556154,0.000167514,0.000827764
"OLFML2A","ENSG00000185585","OLFML2A","protein_coding",279.6675159,1.143500036,0.150498475,7.598083898,3.01e-14,8e-13
"OLR1","ENSG00000173391","OLR1","protein_coding",38.90533614,-1.40936724,0.26346497,-5.349353426,8.83e-08,8.96e-07
"ORAOV1","ENSG00000149716","ORAOV1","protein_coding",658.5555827,-0.498770635,0.097410058,-5.120319644,3.05e-07,2.8e-06
"ORC3","ENSG00000135336","ORC3","protein_coding",377.204932,0.409421992,0.119415638,3.428545861,0.000606824,0.002607305
"OSBPL1A","ENSG00000141447","OSBPL1A","protein_coding",777.6208388,0.597497933,0.085984823,6.948876685,3.68e-12,7.57e-11
"OSMR","ENSG00000145623","OSMR","protein_coding",2377.451608,-0.549940193,0.114966792,-4.783469918,1.72e-06,1.36e-05
"OTUD7B","ENSG00000264522","OTUD7B","protein_coding",549.5936112,-0.444237658,0.098213803,-4.523169277,6.09e-06,4.24e-05
"PAG1","ENSG00000076641","PAG1","protein_coding",492.2999084,1.992214744,0.146011601,13.64422228,2.19e-42,4.66e-40
"PARM1","ENSG00000169116","PARM1","protein_coding",191.4693999,0.543529001,0.13859827,3.921614621,8.8e-05,0.000469672
"PARVA","ENSG00000197702","PARVA","protein_coding",579.9827239,-0.502797269,0.110034373,-4.569456388,4.89e-06,3.48e-05
"PAX6","ENSG00000007372","PAX6","protein_coding",298.7661767,-0.48026076,0.119484634,-4.019435321,5.83e-05,0.000327827
"PCCB","ENSG00000114054","PCCB","protein_coding",657.0156274,-0.283870698,0.097441835,-2.913232262,0.003577084,0.012161063
"PCDH19","ENSG00000165194","PCDH19","protein_coding",5.138339063,1.186434973,0.366362877,3.238414823,0.001201959,0.004699312
"PCDHB11","ENSG00000197479","PCDHB11","protein_coding",4.457022434,0.802873404,0.363759607,2.207153816,0.027303315,0.068631825
"PCGF5","ENSG00000180628","PCGF5","protein_coding",501.8243334,-0.503682935,0.100385741,-5.017474916,5.24e-07,4.63e-06
"PCLO","ENSG00000186472","PCLO","protein_coding",152.8899416,0.59305209,0.17675354,3.355248729,0.000792937,0.003293767
"PCM1","ENSG00000078674","PCM1","protein_coding",1175.7272,-0.349139165,0.088186723,-3.959089912,7.52e-05,0.000409768
"PDE10A","ENSG00000112541","PDE10A","protein_coding",33.00020012,2.710807153,0.311185337,8.711230343,3.01e-18,1.33e-16
"PDE4A","ENSG00000065989","PDE4A","protein_coding",79.33878704,-0.758894599,0.214624676,-3.535914946,0.000406366,0.001825242
"PDE5A","ENSG00000138735","PDE5A","protein_coding",492.1354308,-0.376927959,0.116418245,-3.237705222,0.001204952,0.004709908
"PDS5A","ENSG00000121892","PDS5A","protein_coding",1586.209125,-0.216728101,0.0891313,-2.431559971,0.015033959,0.041747608
"PDZD4","ENSG00000067840","PDZD4","protein_coding",14.92437401,-1.291789091,0.319616469,-4.041685001,5.31e-05,0.000301477
"PEAK1","ENSG00000173517","PEAK1","protein_coding",284.1317685,0.305803901,0.129649184,2.358702852,0.018338934,0.049191771
"PFKFB4","ENSG00000114268","PFKFB4","protein_coding",397.1081478,0.595226834,0.118652378,5.016560515,5.26e-07,4.65e-06
"PGAP1","ENSG00000197121","PGAP1","protein_coding",294.3694731,0.674227295,0.130190258,5.178784539,2.23e-07,2.11e-06
"PGM2L1","ENSG00000165434","PGM2L1","protein_coding",152.1720619,0.68583734,0.161572199,4.2447732,2.19e-05,0.000135561
"PGRMC2","ENSG00000164040","PGRMC2","protein_coding",1077.669632,0.327313446,0.087410002,3.744576559,0.000180698,0.000885022
"PHF11","ENSG00000136147","PHF11","protein_coding",151.0087087,-1.209819637,0.148765855,-8.132374455,4.21e-16,1.42e-14
"PHF21A","ENSG00000135365","PHF21A","protein_coding",306.8729262,-0.473815663,0.110303736,-4.295554084,1.74e-05,0.000110084
"PHLDA1","ENSG00000139289","PHLDA1","protein_coding",5310.358088,-0.227096103,0.088465682,-2.567053107,0.01025669,0.03010029
"PIK3C2A","ENSG00000011405","PIK3C2A","protein_coding",1198.413877,0.189733546,0.084566777,2.243594381,0.024858511,0.063484461
"PKIG","ENSG00000168734","PKIG","protein_coding",177.8832972,-0.428836653,0.13556855,-3.163245849,0.001560205,0.005921728
"PKP1","ENSG00000081277","PKP1","protein_coding",2078.353073,0.519054467,0.087781539,5.913025359,3.36e-09,4.32e-08
"PLA2G15","ENSG00000103066","PLA2G15","protein_coding",336.9534346,0.672485579,0.113117762,5.945004301,2.76e-09,3.61e-08
"PLA2G2F","ENSG00000158786","PLA2G2F","protein_coding",11.48514288,-1.016015265,0.342276321,-2.968406526,0.002993481,0.010443896
"PLA2G7","ENSG00000146070","PLA2G7","protein_coding",142.8916104,1.493835153,0.173626074,8.603748968,7.72e-18,3.29e-16
"PLCXD3","ENSG00000182836","PLCXD3","protein_coding",197.3527985,2.792269011,0.218130167,12.80093004,1.62e-37,2.72e-35
"PLEKHA5","ENSG00000052126","PLEKHA5","protein_coding",415.7478673,-0.331452794,0.113356521,-2.92398523,0.003455811,0.011811559
"PLEKHA6","ENSG00000143850","PLEKHA6","protein_coding",636.4471935,-0.237895315,0.098512641,-2.414870939,0.015740786,0.043283908
"PLEKHG1","ENSG00000120278","PLEKHG1","protein_coding",104.7022435,-0.464784558,0.186400078,-2.493478345,0.01264983,0.036048222
"PLXNA4","ENSG00000221866","PLXNA4","protein_coding",144.3366787,0.708921954,0.185124199,3.82943968,0.000128435,0.0006553
"PMAIP1","ENSG00000141682","PMAIP1","protein_coding",415.4940634,-0.515516077,0.153189481,-3.365218513,0.000764831,0.003195378
"PMM2","ENSG00000140650","PMM2","protein_coding",267.2447098,-0.519388659,0.132112516,-3.931411451,8.44e-05,0.000453264
"PMPCA","ENSG00000165688","PMPCA","protein_coding",608.5485207,0.304842357,0.105936018,2.877608232,0.004007024,0.013421684
"POFUT1","ENSG00000101346","POFUT1","protein_coding",3653.535475,0.291069668,0.08940636,3.255581234,0.001131605,0.004466217
"POLE4","ENSG00000115350","POLE4","protein_coding",214.6269156,0.503525018,0.13319447,3.780374814,0.000156592,0.000781211
"POLH","ENSG00000170734","POLH","protein_coding",203.8141991,0.602052058,0.144693592,4.160875748,3.17e-05,0.000189013
"POLN","ENSG00000130997","POLN","protein_coding",11.17510548,0.80902796,0.351903902,2.299002529,0.021504796,0.056312086
"POLR3A","ENSG00000148606","POLR3A","protein_coding",3014.612457,0.301197447,0.080473806,3.742801058,0.00018198,0.000890515
"POLR3E","ENSG00000058600","POLR3E","protein_coding",606.2178732,-0.5207196,0.09377016,-5.553148228,2.81e-08,3.12e-07
"POMGNT1","ENSG00000085998","POMGNT1","protein_coding",2552.930434,0.4397318,0.078403427,5.608578849,2.04e-08,2.32e-07
"PORCN","ENSG00000102312","PORCN","protein_coding",621.2201815,0.54398515,0.103480827,5.256869,1.47e-07,1.43e-06
"POU2F1","ENSG00000143190","POU2F1","protein_coding",501.3355677,0.360823419,0.115016728,3.137138607,0.001706055,0.00641091
"POU6F1","ENSG00000184271","POU6F1","protein_coding",24.22584462,-1.012518601,0.289407913,-3.498586445,0.000467731,0.002069018
"PPARGC1B","ENSG00000155846","PPARGC1B","protein_coding",210.955843,0.89636043,0.148349402,6.042224764,1.52e-09,2.06e-08
"PPFIBP2","ENSG00000166387","PPFIBP2","protein_coding",44.25092144,-1.096303159,0.234511086,-4.674845772,2.94e-06,2.21e-05
"PPIL6","ENSG00000185250","PPIL6","protein_coding",18.51849845,-1.17224029,0.312470882,-3.75151849,0.000175767,0.000862902
"PPM1E","ENSG00000175175","PPM1E","protein_coding",18.39855153,-2.085700835,0.317718516,-6.56461845,5.22e-11,8.92e-10
"PPP1R2","ENSG00000184203","PPP1R2","protein_coding",541.3562854,-0.38924301,0.109671881,-3.549159602,0.000386463,0.001748089
"PPP1R21","ENSG00000162869","PPP1R21","protein_coding",333.1149118,-0.433005356,0.121261801,-3.570830662,0.000355851,0.001622454
"PPP2R5D","ENSG00000112640","PPP2R5D","protein_coding",1120.992395,0.430192922,0.092707425,4.640328665,3.48e-06,2.56e-05
"PPT1","ENSG00000131238","PPT1","protein_coding",4638.960491,0.306139199,0.087983679,3.479499847,0.000502351,0.002206892
"PQLC1","ENSG00000122490","PQLC1","protein_coding",247.5535305,0.574431139,0.136174453,4.218347308,2.46e-05,0.000151281
"PRIM2","ENSG00000146143","PRIM2","protein_coding",238.4178951,0.617049719,0.135065109,4.568535314,4.91e-06,3.49e-05
"PRKAG1","ENSG00000181929","PRKAG1","protein_coding",934.1915674,-0.290678318,0.09782963,-2.971270736,0.002965702,0.01036002
"PRKAG2","ENSG00000106617","PRKAG2","protein_coding",356.690838,-0.262768357,0.111348633,-2.359870533,0.018281314,0.049068876
"PRMT2","ENSG00000160310","PRMT2","protein_coding",674.1381113,0.414747508,0.094492189,4.389225294,1.14e-05,7.5e-05
"PROM2","ENSG00000155066","PROM2","protein_coding",3107.213895,0.32377611,0.11090366,2.919435744,0.003506657,0.011954574
"PRR14L","ENSG00000183530","PRR14L","protein_coding",557.9729419,0.232934875,0.111970666,2.080320522,0.037496144,0.089491299
"PRSS12","ENSG00000164099","PRSS12","protein_coding",154.385067,-0.497945715,0.173400126,-2.871657172,0.004083257,0.013614677
"PSAP","ENSG00000197746","PSAP","protein_coding",12338.14727,0.216855585,0.091123141,2.379808064,0.017321658,0.046932463
"PSD3","ENSG00000156011","PSD3","protein_coding",809.8460771,-0.338320026,0.10288731,-3.288258051,0.001008094,0.004048934
"PSMC2","ENSG00000161057","PSMC2","protein_coding",1291.269065,0.293103057,0.101992432,2.873772605,0.004056009,0.013548275
"PTDSS2","ENSG00000174915","PTDSS2","protein_coding",485.3789624,0.722310615,0.109022393,6.625341783,3.46e-11,6.07e-10
"PTPLAD1","ENSG00000074696","PTPLAD1","protein_coding",2151.310859,0.216486274,0.082869447,2.612377425,0.008991493,0.026972857
"PTPN1","ENSG00000196396","PTPN1","protein_coding",1301.055647,-0.186217619,0.078879115,-2.360797525,0.018235684,0.048970115
"PTPN3","ENSG00000070159","PTPN3","protein_coding",550.5863953,-0.275155368,0.102876214,-2.674625724,0.007481272,0.023053853
"PTPRB","ENSG00000127329","PTPRB","protein_coding",129.6169095,-1.08611294,0.162400276,-6.687876177,2.26e-11,4.08e-10
"PTPRU","ENSG00000060656","PTPRU","protein_coding",965.5524826,-0.704389523,0.090736371,-7.763033915,8.29e-15,2.4e-13
"PVRL1","ENSG00000110400","PVRL1","protein_coding",1250.061589,0.900375869,0.107911434,8.343655835,7.2e-17,2.67e-15
"PVRL4","ENSG00000143217","PVRL4","protein_coding",505.1596631,-0.951159978,0.123156107,-7.723205947,1.13e-14,3.21e-13
"QTRTD1","ENSG00000151576","QTRTD1","protein_coding",804.5289408,-0.231780794,0.095883829,-2.417308485,0.01563576,0.043073461
"RAB11FIP1","ENSG00000156675","RAB11FIP1","protein_coding",675.9839124,-0.561405549,0.113729894,-4.936305942,7.96e-07,6.73e-06
"RAB3B","ENSG00000169213","RAB3B","protein_coding",251.0177506,0.85121429,0.141382071,6.020666463,1.74e-09,2.33e-08
"RAB3GAP1","ENSG00000115839","RAB3GAP1","protein_coding",1021.559671,0.401289,0.089607219,4.478311052,7.52e-06,5.15e-05
"RAB3IP","ENSG00000127328","RAB3IP","protein_coding",313.2144989,-0.447192577,0.110970867,-4.029819626,5.58e-05,0.000315597
"RAD23B","ENSG00000119318","RAD23B","protein_coding",2139.207807,-0.319944175,0.093289079,-3.429599463,0.000604473,0.002601774
"RALB","ENSG00000144118","RALB","protein_coding",704.9351388,0.580757884,0.097672206,5.945989197,2.75e-09,3.59e-08
"RASSF2","ENSG00000101265","RASSF2","protein_coding",115.127614,0.805212488,0.174399556,4.617055837,3.89e-06,2.83e-05
"RB1CC1","ENSG00000023287","RB1CC1","protein_coding",898.8125568,-0.574226591,0.104804907,-5.47900482,4.28e-08,4.57e-07
"RBM26","ENSG00000139746","RBM26","protein_coding",824.1244415,-0.682167086,0.091151391,-7.483891112,7.22e-14,1.84e-12
"RBMS3","ENSG00000144642","RBMS3","protein_coding",71.14029459,-0.811904393,0.193610907,-4.193484798,2.75e-05,0.000166827
"RCC2","ENSG00000179051","RCC2","protein_coding",1987.542715,-0.286746014,0.08044252,-3.564607533,0.000364401,0.0016578
"RCOR1","ENSG00000089902","RCOR1","protein_coding",933.8383577,-0.286348898,0.099386747,-2.881157759,0.003962173,0.013286196
"RCOR3","ENSG00000117625","RCOR3","protein_coding",349.2423437,-0.314688777,0.128109215,-2.45641016,0.014033289,0.039350004
"REEP3","ENSG00000165476","REEP3","protein_coding",3340.712827,0.844435399,0.081333436,10.38238935,2.98e-25,2.26e-23
"REEP5","ENSG00000129625","REEP5","protein_coding",2293.401035,0.539734881,0.082449083,6.546281206,5.9e-11,9.93e-10
"REL","ENSG00000162924","REL","protein_coding",87.63982501,-0.49661119,0.196402196,-2.528541939,0.01145374,0.033174149
"REPS2","ENSG00000169891","REPS2","protein_coding",187.0298672,1.09638893,0.153550176,7.14026489,9.32e-13,2.11e-11
"RER1","ENSG00000157916","RER1","protein_coding",3308.561651,0.283138733,0.072389484,3.911324115,9.18e-05,0.000487639
"RGS5","ENSG00000143248","RGS5","protein_coding",30.90593713,-0.69137542,0.270056725,-2.56011184,0.010463848,0.030643337
"RHEBL1","ENSG00000167550","RHEBL1","protein_coding",38.5311941,0.821803507,0.252465897,3.255106993,0.001133497,0.004471597
"RHOQ","ENSG00000119729","RHOQ","protein_coding",287.9438896,-0.454511995,0.1146382,-3.96475168,7.35e-05,0.000402272
"RIF1","ENSG00000080345","RIF1","protein_coding",1146.686725,0.436326472,0.096795952,4.507693398,6.55e-06,4.53e-05
"RIMKLA","ENSG00000177181","RIMKLA","protein_coding",119.0356982,0.373732369,0.16519762,2.262335073,0.023676709,0.060990909
"RNF185","ENSG00000138942","RNF185","protein_coding",203.5433702,-0.483742121,0.158251516,-3.056792967,0.002237187,0.008091927
"RNF39","ENSG00000204618","RNF39","protein_coding",36.8021099,-0.515143666,0.237224039,-2.171549177,0.029889684,0.07421318
"RPS21","ENSG00000171858","RPS21","protein_coding",3521.096965,0.166744398,0.079156904,2.106504789,0.035160528,0.084756343
"RPS6KA3","ENSG00000177189","RPS6KA3","protein_coding",1034.640922,0.945722895,0.090296013,10.47358417,1.14e-25,8.88e-24
"RPUSD3","ENSG00000156990","RPUSD3","protein_coding",482.7577785,-0.219770161,0.097008492,-2.265473421,0.023483643,0.060606242
"RRAS2","ENSG00000133818","RRAS2","protein_coding",298.7148981,-0.330300693,0.118409476,-2.789478557,0.005279299,0.01703555
"RRP15","ENSG00000067533","RRP15","protein_coding",1035.635802,-0.241324538,0.110704043,-2.179907172,0.029264343,0.072878164
"RUFY2","ENSG00000204130","RUFY2","protein_coding",331.508946,-0.371867259,0.116044974,-3.204509816,0.001352927,0.005214758
"RUNX1","ENSG00000159216","RUNX1","protein_coding",986.9179935,-0.276732128,0.0866961,-3.191978964,0.001413016,0.005413741
"RUNX3","ENSG00000020633","RUNX3","protein_coding",45.4201763,2.124562487,0.319425985,6.651188646,2.91e-11,5.13e-10
"RYBP","ENSG00000163602","RYBP","protein_coding",778.6494916,-0.345638316,0.090034674,-3.83894672,0.000123563,0.000632772
"SAMD12","ENSG00000177570","SAMD12","protein_coding",386.8942181,-0.512400642,0.115301791,-4.443995528,8.83e-06,5.95e-05
"SAMD9L","ENSG00000177409","SAMD9L","protein_coding",71.14081321,-0.644268821,0.237597997,-2.711591975,0.006696096,0.020901574
"SAP30BP","ENSG00000161526","SAP30BP","protein_coding",1107.729399,-0.365387082,0.081947332,-4.458803881,8.24e-06,5.6e-05
"SBK1","ENSG00000188322","SBK1","protein_coding",64.63788142,0.988093628,0.230756174,4.281981325,1.85e-05,0.000116494
"SCARA3","ENSG00000168077","SCARA3","protein_coding",305.3843594,0.909546396,0.154811117,5.875200788,4.22e-09,5.34e-08
"SCD5","ENSG00000145284","SCD5","protein_coding",139.0679766,1.379951209,0.163068825,8.462385187,2.62e-17,1.03e-15
"SCN3B","ENSG00000166257","SCN3B","protein_coding",52.32589739,-1.253697264,0.214301569,-5.850154384,4.91e-09,6.15e-08
"SCNN1D","ENSG00000162572","SCNN1D","protein_coding",96.02070504,-0.607077875,0.210865039,-2.878987798,0.003989538,0.013367353
"SCNN1G","ENSG00000166828","SCNN1G","protein_coding",357.5841606,0.625315182,0.117032906,5.343071471,9.14e-08,9.22e-07
"SCO1","ENSG00000133028","SCO1","protein_coding",572.5683275,0.223788724,0.096086653,2.329030276,0.019857462,0.052628288
"SDHC","ENSG00000143252","SDHC","protein_coding",1071.689626,0.208642547,0.092443083,2.256983854,0.024009084,0.061751437
"SEL1L","ENSG00000071537","SEL1L","protein_coding",4503.685052,-0.515534648,0.124787015,-4.131316436,3.61e-05,0.000212304
"SEMA3E","ENSG00000170381","SEMA3E","protein_coding",155.9006272,0.574366615,0.151746488,3.785040579,0.000153683,0.000768325
"SEMA5A","ENSG00000112902","SEMA5A","protein_coding",376.8660596,-0.742937291,0.141332952,-5.256645948,1.47e-07,1.43e-06
"SEMA7A","ENSG00000138623","SEMA7A","protein_coding",904.6345617,-0.691090652,0.102496137,-6.742601935,1.56e-11,2.86e-10
"SERPINB3","ENSG00000057149","SERPINB3","protein_coding",860.3501216,1.391677105,0.205394514,6.775629379,1.24e-11,2.33e-10
"SETDB2","ENSG00000136169","SETDB2","protein_coding",146.5031165,-0.655477138,0.14612982,-4.485580962,7.27e-06,4.98e-05
"SF3B3","ENSG00000189091","SF3B3","protein_coding",2377.174258,0.702302704,0.086036542,8.162842065,3.27e-16,1.11e-14
"SFMBT2","ENSG00000198879","SFMBT2","protein_coding",66.05845634,2.457652689,0.307223079,7.999570543,1.25e-15,4e-14
"SGCD","ENSG00000170624","SGCD","protein_coding",16.46336862,-1.799431703,0.334586644,-5.378073912,7.53e-08,7.71e-07
"SH3GL2","ENSG00000107295","SH3GL2","protein_coding",161.8941635,-0.91217227,0.157242197,-5.801065423,6.59e-09,8.05e-08
"SH3PXD2B","ENSG00000174705","SH3PXD2B","protein_coding",192.5826365,0.780918276,0.153697306,5.080884604,3.76e-07,3.41e-06
"SHANK2","ENSG00000162105","SHANK2","protein_coding",371.7212196,0.317830106,0.123137211,2.581105294,0.009848454,0.029133622
"SHISA5","ENSG00000164054","SHISA5","protein_coding",3021.768517,0.474617335,0.098944931,4.796782717,1.61e-06,1.28e-05
"SHOC2","ENSG00000108061","SHOC2","protein_coding",403.3009695,-0.495449582,0.116480642,-4.25349289,2.1e-05,0.000131093
"SIGMAR1","ENSG00000147955","SIGMAR1","protein_coding",1687.650071,0.426000298,0.088272339,4.825977216,1.39e-06,1.12e-05
"SIN3A","ENSG00000169375","SIN3A","protein_coding",716.8289919,0.244127071,0.093997836,2.597156292,0.009399914,0.028001034
"SIRPA","ENSG00000198053","SIRPA","protein_coding",994.801195,0.399816257,0.080947462,4.939206837,7.84e-07,6.65e-06
"SIX4","ENSG00000100625","SIX4","protein_coding",558.4280836,-0.206122645,0.095729071,-2.153187556,0.031303941,0.07696613
"SKA2","ENSG00000182628","SKA2","protein_coding",928.165781,0.510255442,0.11982514,4.258333792,2.06e-05,0.000128553
"SLC12A2","ENSG00000064651","SLC12A2","protein_coding",2404.412214,1.265323447,0.108481791,11.66392475,1.95e-31,2.27e-29
"SLC12A8","ENSG00000221955","SLC12A8","protein_coding",217.5006877,0.347522425,0.124018719,2.802177181,0.005075899,0.016478338
"SLC15A2","ENSG00000163406","SLC15A2","protein_coding",12.52457889,1.128235763,0.344059604,3.279186947,0.001041066,0.00416627
"SLC16A9","ENSG00000165449","SLC16A9","protein_coding",643.7562646,2.123268446,0.146004546,14.54248176,6.52e-48,2.08e-45
"SLC1A3","ENSG00000079215","SLC1A3","protein_coding",2019.307307,-0.260617906,0.098443043,-2.647397901,0.008111385,0.024730264
"SLC1A4","ENSG00000115902","SLC1A4","protein_coding",890.8154762,-0.844935257,0.20463243,-4.12903887,3.64e-05,0.000213737
"SLC1A7","ENSG00000162383","SLC1A7","protein_coding",54.29810131,-2.063784685,0.255272788,-8.084624706,6.24e-16,2.07e-14
"SLC22A15","ENSG00000163393","SLC22A15","protein_coding",220.5436373,-1.743054017,0.157936969,-11.03639022,2.55e-28,2.47e-26
