"","ensembl.id","symbol","biotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SLC22A23","ENSG00000137266","SLC22A23","protein_coding",453.4314904,0.510597492,0.112072079,4.555974112,5.21e-06,3.68e-05
"SLC22A3","ENSG00000146477","SLC22A3","protein_coding",43.30651374,-1.961565867,0.249128446,-7.873712925,3.44e-15,1.07e-13
"SLC25A19","ENSG00000125454","SLC25A19","protein_coding",367.0667656,0.477764534,0.122602389,3.896861528,9.74e-05,0.000513583
"SLC25A37","ENSG00000147454","SLC25A37","protein_coding",1030.019224,-0.486028424,0.104452593,-4.653100619,3.27e-06,2.43e-05
"SLC25A43","ENSG00000077713","SLC25A43","protein_coding",569.6770768,-0.536550766,0.101178781,-5.302996936,1.14e-07,1.13e-06
"SLC25A6","ENSG00000169100","SLC25A6","protein_coding",1904.333579,0.909661796,0.105842009,8.594525038,8.36e-18,3.52e-16
"SLC2A4RG","ENSG00000125520","SLC2A4RG","protein_coding",488.8701649,0.363576418,0.130173553,2.79301294,0.00522196,0.016873447
"SLC35E3","ENSG00000175782","SLC35E3","protein_coding",277.9549354,0.769970769,0.137783779,5.588254098,2.29e-08,2.59e-07
"SLC35F2","ENSG00000110660","SLC35F2","protein_coding",6565.699358,0.495726743,0.080066212,6.191459943,5.96e-10,8.53e-09
"SLC35F5","ENSG00000115084","SLC35F5","protein_coding",953.2890371,0.663298964,0.102792542,6.452792681,1.1e-10,1.77e-09
"SLC35G1","ENSG00000176273","SLC35G1","protein_coding",197.7176631,0.290685966,0.142478169,2.040214076,0.041329008,0.096832288
"SLC40A1","ENSG00000138449","SLC40A1","protein_coding",45.30579674,1.290103663,0.246188746,5.240303155,1.6e-07,1.55e-06
"SLC41A1","ENSG00000133065","SLC41A1","protein_coding",1168.354932,0.283757167,0.094706293,2.996180717,0.002733844,0.009649406
"SLC6A14","ENSG00000268104","SLC6A14","protein_coding",44.84992273,1.520313189,0.249470853,6.094151559,1.1e-09,1.51e-08
"SLC7A1","ENSG00000139514","SLC7A1","protein_coding",3977.716094,-0.619911532,0.129863986,-4.773544607,1.81e-06,1.42e-05
"SLC9A8","ENSG00000197818","SLC9A8","protein_coding",1190.083464,-0.625518289,0.103036638,-6.070833648,1.27e-09,1.74e-08
"SLITRK5","ENSG00000165300","SLITRK5","protein_coding",41.9376611,1.224648774,0.26988246,4.537711613,5.69e-06,3.98e-05
"SMAD2","ENSG00000175387","SMAD2","protein_coding",488.9376443,-0.225568042,0.097692009,-2.308971274,0.020945175,0.055037354
"SMAD4","ENSG00000141646","SMAD4","protein_coding",242.1426432,-0.276270316,0.131798842,-2.096151313,0.03606877,0.086606717
"SMTN","ENSG00000183963","SMTN","protein_coding",672.5919342,0.523818832,0.143048099,3.661837073,0.000250413,0.001185274
"SMYD4","ENSG00000186532","SMYD4","protein_coding",287.3407718,0.658545917,0.130521378,5.045502326,4.52e-07,4.05e-06
"SNAI2","ENSG00000019549","SNAI2","protein_coding",58.98267618,-0.637912738,0.22512058,-2.833649144,0.004601983,0.015113919
"SNAP29","ENSG00000099940","SNAP29","protein_coding",386.6356692,-0.407491276,0.109356985,-3.726248251,0.000194351,0.000942727
"SNAPC3","ENSG00000164975","SNAPC3","protein_coding",313.5259328,-0.256905521,0.114023155,-2.253099576,0.024252871,0.062291743
"SNCA","ENSG00000145335","SNCA","protein_coding",14.95712971,1.033519727,0.328733199,3.143946919,0.001666857,0.006286345
"SNN","ENSG00000184602","SNN","protein_coding",100.5378204,0.389737487,0.176170226,2.212277836,0.026947474,0.067984007
"SNX18","ENSG00000178996","SNX18","protein_coding",309.1918405,-0.783611987,0.115567855,-6.780535867,1.2e-11,2.26e-10
"SNX2","ENSG00000205302","SNX2","protein_coding",741.9369919,-0.299207563,0.093917797,-3.185845204,0.001443318,0.00551685
"SNX5","ENSG00000089006","SNX5","protein_coding",1567.864601,-0.19336558,0.078434114,-2.465324959,0.013688904,0.038566435
"SOBP","ENSG00000112320","SOBP","protein_coding",5.960717882,0.794926508,0.36710079,2.165417591,0.03035572,0.075145886
"SOCS7","ENSG00000274211","SOCS7","protein_coding",326.5202807,-0.586035199,0.109821017,-5.33627546,9.49e-08,9.54e-07
"SORD","ENSG00000140263","SORD","protein_coding",454.7220831,0.337525537,0.121653084,2.774492245,0.005528795,0.017730532
"SORL1","ENSG00000137642","SORL1","protein_coding",4628.868983,1.002734182,0.184534913,5.433845364,5.52e-08,5.8e-07
"SPEF2","ENSG00000152582","SPEF2","protein_coding",115.604756,-0.7163784,0.155419811,-4.609312009,4.04e-06,2.92e-05
"SPEG","ENSG00000072195","SPEG","protein_coding",442.8100125,0.342059184,0.134357782,2.545882929,0.010900174,0.031770042
"SPOCK3","ENSG00000196104","SPOCK3","protein_coding",8.560417662,0.932929956,0.364814411,2.557272764,0.010549646,0.030872846
"SPRY4","ENSG00000187678","SPRY4","protein_coding",756.1919784,1.543247265,0.107725776,14.3257011,1.51e-46,4.19e-44
"SPTLC3","ENSG00000172296","SPTLC3","protein_coding",669.7709207,0.874850138,0.122901028,7.118330494,1.09e-12,2.44e-11
"SRCIN1","ENSG00000277363","SRCIN1","protein_coding",68.99615738,0.626965087,0.219191981,2.860346824,0.004231779,0.01403391
"SRGAP2","ENSG00000266028","SRGAP2","protein_coding",627.6936861,0.371715364,0.097886132,3.797426212,0.000146206,0.000734255
"SRPRB","ENSG00000144867","SRPRB","protein_coding",1409.261404,-0.286099543,0.107376724,-2.664446557,0.007711512,0.02367842
"SSH1","ENSG00000084112","SSH1","protein_coding",744.0031525,-0.400106238,0.087629787,-4.565870253,4.97e-06,3.53e-05
"SSPN","ENSG00000123096","SSPN","protein_coding",634.2520446,-0.457920118,0.09836427,-4.655350153,3.23e-06,2.4e-05
"ST8SIA4","ENSG00000113532","ST8SIA4","protein_coding",54.61639674,0.486784069,0.221617311,2.196507424,0.028055644,0.070225689
"STAT6","ENSG00000166888","STAT6","protein_coding",672.2015713,-0.429555968,0.100652174,-4.267726696,1.97e-05,0.000123677
"STAU2","ENSG00000040341","STAU2","protein_coding",660.4796965,-0.21944511,0.099891945,-2.196824881,0.028032955,0.070190029
"STC2","ENSG00000113739","STC2","protein_coding",10302.02116,-0.700778492,0.216494304,-3.236937322,0.001208199,0.004717056
"STEAP3","ENSG00000115107","STEAP3","protein_coding",1165.965815,1.01353431,0.093568579,10.83199427,2.43e-27,2.14e-25
"STEAP4","ENSG00000127954","STEAP4","protein_coding",2448.822742,0.57556252,0.106767535,5.390800876,7.01e-08,7.25e-07
"STK24","ENSG00000102572","STK24","protein_coding",1323.42731,-0.898310727,0.08839324,-10.16266317,2.91e-24,2.05e-22
"STRA6","ENSG00000137868","STRA6","protein_coding",84.83739825,-2.15387278,0.215710465,-9.985017579,1.77e-23,1.17e-21
"STRBP","ENSG00000165209","STRBP","protein_coding",445.7930283,-0.235197385,0.10981259,-2.141807106,0.032209007,0.078784884
"STS","ENSG00000101846","STS","protein_coding",397.2459458,0.32469388,0.124363815,2.610838855,0.009032044,0.027070085
"STX16","ENSG00000124222","STX16","protein_coding",1732.086068,-0.538748167,0.083944655,-6.417897195,1.38e-10,2.2e-09
"SYAP1","ENSG00000169895","SYAP1","protein_coding",829.4548937,1.126494576,0.100229526,11.239149,2.62e-29,2.69e-27
"SYNGAP1","ENSG00000197283","SYNGAP1","protein_coding",312.3410227,0.677014825,0.163522057,4.140204911,3.47e-05,0.000205187
"SYNPO","ENSG00000171992","SYNPO","protein_coding",282.2109678,-0.41698062,0.125501546,-3.322513824,0.000892103,0.003648274
"TAB3","ENSG00000157625","TAB3","protein_coding",850.900121,-0.779328089,0.087510127,-8.905576016,5.31e-19,2.52e-17
"TADA2B","ENSG00000173011","TADA2B","protein_coding",304.8762269,-0.437098467,0.113601209,-3.84765682,0.000119253,0.000612964
"TANC2","ENSG00000170921","TANC2","protein_coding",1754.715797,-0.601156743,0.183550834,-3.275151253,0.001056054,0.004218128
"TAP1","ENSG00000168394","TAP1","protein_coding",847.0119975,0.276741608,0.096080602,2.880306766,0.003972884,0.013316089
"TBC1D30","ENSG00000111490","TBC1D30","protein_coding",171.2116033,-0.47192417,0.150672741,-3.132113799,0.001735526,0.006508418
"TBC1D5","ENSG00000131374","TBC1D5","protein_coding",1170.455433,-0.337494623,0.096308739,-3.504299048,0.000457811,0.002030388
"TBCA","ENSG00000171530","TBCA","protein_coding",337.325651,-0.26802912,0.117943514,-2.272521072,0.023055057,0.059713315
"TBL1X","ENSG00000101849","TBL1X","protein_coding",1374.818594,0.829337051,0.093088164,8.909156847,5.14e-19,2.44e-17
"TBX15","ENSG00000092607","TBX15","protein_coding",7.940565047,-0.885245453,0.364313799,-2.429898222,0.015103063,0.041869579
"TBX4","ENSG00000121075","TBX4","protein_coding",3.972880132,-1.137537961,0.363844943,-3.126436091,0.00176939,0.006608478
"TCHP","ENSG00000139437","TCHP","protein_coding",368.2912801,0.330702273,0.119802135,2.760403835,0.005772995,0.018396582
"TEAD3","ENSG00000007866","TEAD3","protein_coding",428.1239662,-0.36954681,0.103787411,-3.560613035,0.00036999,0.001680064
"TGFB2","ENSG00000092969","TGFB2","protein_coding",8274.621262,-1.390356971,0.122199339,-11.37777813,5.4e-30,5.83e-28
"TGOLN2","ENSG00000152291","TGOLN2","protein_coding",3585.879773,0.244026816,0.098440322,2.478931519,0.01317766,0.037366667
"THRA","ENSG00000126351","THRA","protein_coding",246.8410452,0.532215129,0.136890165,3.887898941,0.000101116,0.000529226
"TIPRL","ENSG00000143155","TIPRL","protein_coding",1071.273118,-0.640070945,0.093839593,-6.820904956,9.05e-12,1.74e-10
"TK2","ENSG00000166548","TK2","protein_coding",200.8677974,-0.397688546,0.139236257,-2.856213995,0.004287261,0.014192429
"TM4SF1","ENSG00000169908","TM4SF1","protein_coding",10235.73285,0.783061797,0.092418959,8.472956303,2.39e-17,9.49e-16
"TMEM104","ENSG00000109066","TMEM104","protein_coding",785.7352004,0.682461681,0.101143293,6.747473417,1.5e-11,2.78e-10
"TMEM11","ENSG00000178307","TMEM11","protein_coding",211.860379,0.363120467,0.133337909,2.723310052,0.006463137,0.020281004
"TMEM120B","ENSG00000188735","TMEM120B","protein_coding",482.3331096,0.450649361,0.108587341,4.150109561,3.32e-05,0.000197278
"TMEM150C","ENSG00000249242","TMEM150C","protein_coding",46.27057221,0.966786403,0.239963673,4.028886501,5.6e-05,0.000316744
"TMEM181","ENSG00000146433","TMEM181","protein_coding",1304.523527,0.22948251,0.099800649,2.299408997,0.021481726,0.056269397
"TMEM185B","ENSG00000226479","TMEM185B","protein_coding",997.3024213,0.694827729,0.08902141,7.805175508,5.94e-15,1.77e-13
"TMEM194A","ENSG00000166881","TMEM194A","protein_coding",906.603984,0.546479386,0.105763,5.167018596,2.38e-07,2.24e-06
"TMEM201","ENSG00000188807","TMEM201","protein_coding",209.2164443,0.726112387,0.154683632,4.69417725,2.68e-06,2.03e-05
"TMEM209","ENSG00000146842","TMEM209","protein_coding",1063.529476,0.419648164,0.115268631,3.640610276,0.000271993,0.001274716
"TMEM241","ENSG00000134490","TMEM241","protein_coding",274.7755853,0.30833528,0.11663876,2.643506164,0.008205227,0.02497008
"TMEM43","ENSG00000170876","TMEM43","protein_coding",2364.32338,-0.30513088,0.093964424,-3.24730219,0.001165046,0.004573274
"TMTC1","ENSG00000133687","TMTC1","protein_coding",78.62282764,1.059385787,0.191417462,5.534426052,3.12e-08,3.45e-07
"TMTC3","ENSG00000139324","TMTC3","protein_coding",740.0623296,0.234674235,0.110180922,2.129898983,0.033179954,0.080742479
"TMX4","ENSG00000125827","TMX4","protein_coding",1918.247446,0.570231257,0.102048849,5.58782645,2.3e-08,2.59e-07
"TNFAIP3","ENSG00000118503","TNFAIP3","protein_coding",327.5432141,-0.807898396,0.138588912,-5.829459121,5.56e-09,6.87e-08
"TNFRSF1B","ENSG00000028137","TNFRSF1B","protein_coding",8.383378305,0.741277246,0.366177384,2.024366548,0.042932451,0.099857434
"TNFRSF9","ENSG00000049249","TNFRSF9","protein_coding",4.401475349,-1.194665433,0.363001957,-3.291071602,0.000998065,0.00401563
"TNFSF14","ENSG00000125735","TNFSF14","protein_coding",8.284822508,-0.799604228,0.361216979,-2.21363965,0.026853577,0.067788263
"TNKS","ENSG00000173273","TNKS","protein_coding",274.7225914,-0.489383031,0.119609912,-4.091492285,4.29e-05,0.000247977
"TNPO3","ENSG00000064419","TNPO3","protein_coding",1379.93,0.298779348,0.089736243,3.329528161,0.000869933,0.00356726
"TNRC6B","ENSG00000100354","TNRC6B","protein_coding",310.4653046,0.763104717,0.123320973,6.187955711,6.09e-10,8.71e-09
"TNS1","ENSG00000079308","TNS1","protein_coding",78.50711707,0.930440494,0.198084086,4.697199612,2.64e-06,2e-05
"TNS4","ENSG00000131746","TNS4","protein_coding",2911.630801,0.702486418,0.100565912,6.985333345,2.84e-12,5.93e-11
"TOLLIP","ENSG00000078902","TOLLIP","protein_coding",343.975713,0.261163162,0.122524011,2.131526391,0.033045801,0.080463549
"TOMM40","ENSG00000130204","TOMM40","protein_coding",734.2610702,0.302453845,0.113401919,2.66709635,0.007650973,0.02352013
"TOR1AIP2","ENSG00000169905","TOR1AIP2","protein_coding",660.0085544,0.183078103,0.089481174,2.045995763,0.040756787,0.09582605
"TP53RK","ENSG00000172315","TP53RK","protein_coding",340.465473,-0.549801995,0.120284799,-4.570835201,4.86e-06,3.46e-05
"TP63","ENSG00000073282","TP63","protein_coding",51.15393348,-2.881179532,0.260143707,-11.0753382,1.65e-28,1.62e-26
"TPGS2","ENSG00000134779","TPGS2","protein_coding",338.1126016,0.588179728,0.118371832,4.968916335,6.73e-07,5.79e-06
"TPRG1","ENSG00000188001","TPRG1","protein_coding",47.52255939,-1.087728009,0.234828955,-4.632001234,3.62e-06,2.65e-05
"TRA2B","ENSG00000136527","TRA2B","protein_coding",2487.097514,-0.258298812,0.07672396,-3.366599071,0.000761012,0.003184226
"TRAF3","ENSG00000131323","TRAF3","protein_coding",582.6197224,-0.562084083,0.10044694,-5.595830833,2.2e-08,2.49e-07
"TRIB3","ENSG00000101255","TRIB3","protein_coding",4424.070442,-1.092646743,0.126252552,-8.65445273,4.95e-18,2.17e-16
"TRIM13","ENSG00000204977","TRIM13","protein_coding",330.1324541,-0.395295804,0.118013032,-3.349594506,0.000809299,0.003351689
"TRIM2","ENSG00000109654","TRIM2","protein_coding",923.1881195,0.961356713,0.106669192,9.012505826,2.01e-19,9.82e-18
"TRIM27","ENSG00000204713","TRIM27","protein_coding",1169.021084,-0.25509641,0.083830397,-3.043006116,0.002342276,0.008426517
"TRIM3","ENSG00000110171","TRIM3","protein_coding",192.2397474,0.630134613,0.156554505,4.025017434,5.7e-05,0.00032156
"TRIM33","ENSG00000197323","TRIM33","protein_coding",987.8875837,-0.328121307,0.088195694,-3.720377875,0.000198925,0.000961268
"TRIOBP","ENSG00000100106","TRIOBP","protein_coding",247.8204862,-0.398487623,0.119159352,-3.344157357,0.000825329,0.003407949
"TRPC4AP","ENSG00000100991","TRPC4AP","protein_coding",2126.0342,-0.315008351,0.069009409,-4.56471599,5e-06,3.54e-05
"TRPS1","ENSG00000104447","TRPS1","protein_coding",837.2099168,-0.243297134,0.096561042,-2.519620015,0.011748158,0.033885234
"TSEN34","ENSG00000170892","TSEN34","protein_coding",523.6285028,0.476419514,0.102173334,4.662855719,3.12e-06,2.33e-05
"TSHZ3","ENSG00000121297","TSHZ3","protein_coding",4.134248082,1.067412208,0.362586314,2.943884439,0.00324121,0.011188466
"TSPAN18","ENSG00000157570","TSPAN18","protein_coding",325.762227,-1.026902101,0.135822802,-7.560601671,4.01e-14,1.06e-12
"TSPAN2","ENSG00000134198","TSPAN2","protein_coding",251.0011471,-0.419028362,0.128049733,-3.272387616,0.001066433,0.004253452
"TSPAN5","ENSG00000168785","TSPAN5","protein_coding",1100.496867,0.802334652,0.097756413,8.20748868,2.26e-16,7.86e-15
"TSPYL2","ENSG00000184205","TSPYL2","protein_coding",766.674653,-0.842235604,0.218941431,-3.846853466,0.000119644,0.000614596
"TSPYL5","ENSG00000180543","TSPYL5","protein_coding",1023.207996,-0.484739401,0.081676026,-5.934904306,2.94e-09,3.82e-08
"TSTD2","ENSG00000136925","TSTD2","protein_coding",293.6410795,-0.559661697,0.118281136,-4.731622605,2.23e-06,1.72e-05
"TTC17","ENSG00000052841","TTC17","protein_coding",2072.127147,-0.402649829,0.104401763,-3.856733993,0.000114912,0.000594326
"TULP3","ENSG00000078246","TULP3","protein_coding",313.2308614,-0.263266458,0.123765157,-2.127145192,0.033408021,0.081179874
"TXNL4B","ENSG00000140830","TXNL4B","protein_coding",168.7390975,-0.366721952,0.157426658,-2.3294781,0.019833752,0.052582211
"TYW1","ENSG00000198874","TYW1","protein_coding",414.9827398,0.391528636,0.108917984,3.594710652,0.000324752,0.001495935
"TYW1B","ENSG00000277149","TYW1B","protein_coding",55.08992261,0.528748807,0.212779846,2.484957191,0.012956701,0.036793606
"UBASH3B","ENSG00000154127","UBASH3B","protein_coding",1312.922143,0.631140688,0.108875528,5.796901289,6.76e-09,8.23e-08
"UBE2QL1","ENSG00000215218","UBE2QL1","protein_coding",39.91032246,1.189259557,0.262247524,4.534874296,5.76e-06,4.03e-05
"UBE4B","ENSG00000130939","UBE4B","protein_coding",756.3638459,0.518516957,0.100906611,5.138582639,2.77e-07,2.56e-06
"UBLCP1","ENSG00000164332","UBLCP1","protein_coding",348.9494733,-0.612862617,0.11616163,-5.27594712,1.32e-07,1.29e-06
"UBXN7","ENSG00000163960","UBXN7","protein_coding",1169.020801,-0.198071023,0.090915067,-2.178638046,0.029358568,0.073070638
"UFD1L","ENSG00000070010","UFD1L","protein_coding",672.6688217,0.387367268,0.099538814,3.891620304,9.96e-05,0.000522489
"UGGT1","ENSG00000136731","UGGT1","protein_coding",3007.425686,0.432182345,0.108128879,3.996918751,6.42e-05,0.000356637
"ULK2","ENSG00000083290","ULK2","protein_coding",201.1467274,-0.756516416,0.130372774,-5.802717782,6.52e-09,7.98e-08
"UNC13D","ENSG00000092929","UNC13D","protein_coding",1194.25354,-0.817826903,0.1228944,-6.654712542,2.84e-11,5.03e-10
"USP25","ENSG00000155313","USP25","protein_coding",1081.593187,-0.950276645,0.092391803,-10.28529176,8.21e-25,6.09e-23
"USP37","ENSG00000135913","USP37","protein_coding",238.0003461,0.848001297,0.13666838,6.204809771,5.48e-10,7.9e-09
"USP38","ENSG00000170185","USP38","protein_coding",573.2562825,-0.336438517,0.114065367,-2.949523812,0.00318264,0.011013679
"VAPB","ENSG00000124164","VAPB","protein_coding",1595.213103,-0.26659904,0.085022405,-3.135632783,0.001714838,0.006438095
"VASH2","ENSG00000143494","VASH2","protein_coding",72.64712799,1.280615137,0.207950201,6.158277941,7.35e-10,1.04e-08
"VASP","ENSG00000125753","VASP","protein_coding",797.0854223,-0.25085963,0.095203059,-2.634995467,0.008413841,0.025514987
"VAV3","ENSG00000134215","VAV3","protein_coding",102.8630202,-0.649618874,0.173627032,-3.741461614,0.000182953,0.00089396
"VAX1","ENSG00000148704","VAX1","protein_coding",11.99747352,-1.052782515,0.336702606,-3.126742996,0.001767544,0.006604655
"VEGFA","ENSG00000112715","VEGFA","protein_coding",5510.100805,-0.590107295,0.117602001,-5.017833784,5.23e-07,4.62e-06
"VGLL3","ENSG00000206538","VGLL3","protein_coding",91.74048607,0.471503467,0.217914109,2.163712437,0.030486426,0.075402096
"VPS18","ENSG00000104142","VPS18","protein_coding",317.5750284,0.247592713,0.122142471,2.02708125,0.042654104,0.099340932
"VSTM4","ENSG00000165633","VSTM4","protein_coding",7.444255099,-2.392074841,0.365234842,-6.549415781,5.78e-11,9.78e-10
"VWA5B2","ENSG00000145198","VWA5B2","protein_coding",55.81463021,0.892806675,0.236754873,3.771017109,0.000162584,0.000806997
"WDR33","ENSG00000136709","WDR33","protein_coding",1124.893245,0.532820801,0.088927485,5.991632404,2.08e-09,2.77e-08
"WDR6","ENSG00000178252","WDR6","protein_coding",2924.07734,0.22282269,0.094015292,2.370068593,0.017784785,0.047921797
"WDR62","ENSG00000075702","WDR62","protein_coding",223.9895505,0.757630953,0.161269864,4.697907802,2.63e-06,2e-05
"WDR7","ENSG00000091157","WDR7","protein_coding",301.9614587,0.273544899,0.117955756,2.319046637,0.020392508,0.053857468
"WIPF3","ENSG00000122574","WIPF3","protein_coding",191.6598736,-0.338187524,0.138837509,-2.43585127,0.014856792,0.041324646
"WLS","ENSG00000116729","WLS","protein_coding",1408.6329,0.513602637,0.094222655,5.450946365,5.01e-08,5.29e-07
"WNT4","ENSG00000162552","WNT4","protein_coding",42.88953115,-0.588002747,0.228139788,-2.577379206,0.009955267,0.029392077
"WTIP","ENSG00000142279","WTIP","protein_coding",66.72688395,-1.17663717,0.200556637,-5.86685731,4.44e-09,5.61e-08
"WWC3","ENSG00000047644","WWC3","protein_coding",787.4814278,0.812047669,0.099686338,8.146027706,3.76e-16,1.27e-14
"YIF1B","ENSG00000167645","YIF1B","protein_coding",361.3397979,0.317017562,0.109203581,2.902996024,0.003696113,0.012506913
"YTHDF3","ENSG00000185728","YTHDF3","protein_coding",1255.746621,-0.185436093,0.087679861,-2.114922305,0.03443657,0.083252585
"ZBTB43","ENSG00000169155","ZBTB43","protein_coding",324.9350686,-0.320475054,0.108303503,-2.959046075,0.00308593,0.010721445
"ZC3H12C","ENSG00000149289","ZC3H12C","protein_coding",1164.552778,0.304172512,0.092891373,3.274496906,0.001058503,0.004224865
"ZC3HAV1","ENSG00000105939","ZC3HAV1","protein_coding",612.0686076,0.531560399,0.108242449,4.910831209,9.07e-07,7.58e-06
"ZC4H2","ENSG00000126970","ZC4H2","protein_coding",152.9432869,-0.44322423,0.145639981,-3.043286781,0.002340092,0.008422305
"ZDBF2","ENSG00000204186","ZDBF2","protein_coding",151.1789522,-0.844393329,0.159045319,-5.309136627,1.1e-07,1.09e-06
"ZDHHC3","ENSG00000163812","ZDHHC3","protein_coding",2132.789767,0.589698188,0.0740698,7.96138487,1.7e-15,5.4e-14
"ZFAT","ENSG00000066827","ZFAT","protein_coding",227.5833577,-0.356152266,0.124021326,-2.871701794,0.00408268,0.013614677
"ZFP91","ENSG00000186660","ZFP91","protein_coding",1871.543431,-0.231496987,0.086809414,-2.666726754,0.007659392,0.023541657
"ZFX","ENSG00000005889","ZFX","protein_coding",637.1708734,-1.556000333,0.102565401,-15.17081116,5.52e-52,2.35e-49
"ZHX3","ENSG00000174306","ZHX3","protein_coding",543.0639474,0.457922429,0.110353046,4.149612944,3.33e-05,0.000197565
"ZMYND8","ENSG00000101040","ZMYND8","protein_coding",651.2043601,-0.272984471,0.088627273,-3.080140691,0.002069028,0.007564601
"ZNF107","ENSG00000196247","ZNF107","protein_coding",177.9312814,0.537603341,0.141429924,3.801199393,0.000143997,0.000724474
"ZNF148","ENSG00000163848","ZNF148","protein_coding",562.3050447,-0.276911399,0.118493736,-2.336928595,0.019442897,0.051743997
"ZNF197","ENSG00000186448","ZNF197","protein_coding",287.8063025,-0.532283393,0.123609643,-4.306163979,1.66e-05,0.000105624
"ZNF215","ENSG00000149054","ZNF215","protein_coding",83.66950787,-0.490622136,0.182612465,-2.686684808,0.007216501,0.02236043
"ZNF275","ENSG00000063587","ZNF275","protein_coding",351.0234235,-1.130193271,0.110683493,-10.21103723,1.77e-24,1.28e-22
"ZNF343","ENSG00000088876","ZNF343","protein_coding",278.9585567,-0.778754233,0.127366907,-6.114258785,9.7e-10,1.35e-08
"ZNF365","ENSG00000138311","ZNF365","protein_coding",650.0815173,1.385774504,0.115764411,11.97064356,5.06e-33,6.38e-31
"ZNF425","ENSG00000204947","ZNF425","protein_coding",56.55974899,-0.728847598,0.221078461,-3.29678248,0.000977992,0.003945415
"ZNF439","ENSG00000171291","ZNF439","protein_coding",77.12372972,0.776622959,0.193238317,4.018990496,5.84e-05,0.000328336
"ZNF440","ENSG00000171295","ZNF440","protein_coding",257.5918588,0.46616338,0.13567798,3.435807193,0.000590791,0.002553594
"ZNF445","ENSG00000185219","ZNF445","protein_coding",490.2448139,0.245871844,0.113458621,2.167061808,0.030230142,0.074879606
"ZNF449","ENSG00000173275","ZNF449","protein_coding",238.2086191,-1.064189096,0.139330085,-7.63789887,2.21e-14,5.99e-13
"ZNF496","ENSG00000162714","ZNF496","protein_coding",1013.866982,-0.327006712,0.083503837,-3.916068103,9e-05,0.000479372
"ZNF507","ENSG00000168813","ZNF507","protein_coding",364.4561331,-0.50627838,0.11991348,-4.22203057,2.42e-05,0.000148994
"ZNF516","ENSG00000101493","ZNF516","protein_coding",47.2175227,-2.245105063,0.240307714,-9.342625843,9.4e-21,5.11e-19
"ZNF529","ENSG00000186020","ZNF529","protein_coding",154.5890051,-0.40682693,0.176724174,-2.3020446,0.021332657,0.055940612
"ZNF589","ENSG00000164048","ZNF589","protein_coding",339.5291339,0.318770597,0.132246476,2.410427916,0.01593382,0.043699085
"ZNF598","ENSG00000167962","ZNF598","protein_coding",350.6280627,-0.637960814,0.130808887,-4.877044892,1.08e-06,8.87e-06
"ZNF609","ENSG00000180357","ZNF609","protein_coding",785.7262985,-0.312670904,0.09701828,-3.222804026,0.001269424,0.004924866
"ZNF629","ENSG00000102870","ZNF629","protein_coding",330.0884783,-0.390435392,0.112062161,-3.484096587,0.000493801,0.002172778
"ZNF681","ENSG00000196172","ZNF681","protein_coding",69.88336203,2.215163202,0.254263853,8.712064945,2.98e-18,1.32e-16
"ZNF696","ENSG00000185730","ZNF696","protein_coding",111.5949842,-0.387833989,0.171256646,-2.264636139,0.023535017,0.06071056
"ZNF697","ENSG00000143067","ZNF697","protein_coding",237.3344119,0.666213726,0.124600673,5.34679077,8.95e-08,9.06e-07
"ZNF704","ENSG00000164684","ZNF704","protein_coding",628.9930267,-0.240860927,0.100163394,-2.404680161,0.016186625,0.044261011
"ZNF738","ENSG00000172687","ZNF738","protein_coding",34.35804361,2.588464647,0.315426934,8.206225811,2.28e-16,7.92e-15
"ZNF81","ENSG00000197779","ZNF81","protein_coding",111.2789122,0.674351388,0.178182644,3.784607589,0.000153951,0.000769201
"ZNF93","ENSG00000184635","ZNF93","protein_coding",15.21483584,1.987043569,0.354482911,5.605470703,2.08e-08,2.36e-07
"ZNHIT6","ENSG00000117174","ZNHIT6","protein_coding",832.7757182,-0.414585407,0.116952017,-3.544918814,0.000392734,0.001771672
"ZSWIM6","ENSG00000130449","ZSWIM6","protein_coding",217.4993369,-0.303441086,0.13212504,-2.296620581,0.021640424,0.056595936
"ZXDB","ENSG00000198455","ZXDB","protein_coding",236.4216384,-0.630548869,0.136381664,-4.62341381,3.77e-06,2.75e-05
